"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Synecdoche, New York ",124,"Charlie Kaufman",0,"Philip Seymour Hoffman",22000,"Jennifer Jason Leigh",1000,"Samantha Morton",631,245,274,55842,24732,13000,"actress|director|play|theatre director|warehouse",0,"Color","Comedy|Drama|Romance",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0383028/?ref_=fn_tt_tt_1",3081925,2.1e+07,7.5
"Frailty ",100,"Bill Paxton",0,"Matthew McConaughey",11000,"Powers Boothe",472,"Matt O'Leary",303,161,463,59982,12237,5000,"demon|fbi|fbi agent|murder|religious fanatic",0,"Color","Crime|Drama|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0264616/?ref_=fn_tt_tt_1",13103828,1.1e+07,7.3
"Pan ",111,"Joe Wright",456,"Hugh Jackman",20000,"Cara Delevingne",548,"Nonso Anozie",394,256,186,39956,21393,24000,"1940s|child hero|fantasy world|orphan|reference to peter pan",4,"Color","Adventure|Family|Fantasy",2015,"English","USA","PG",2.35,"http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1",34964818,1.5e+08,5.8
"The Peacemaker ",124,"Mimi Leder",75,"Armin Mueller-Stahl",294,"Holt McCallany",273,"Marcel Iures",258,93,156,46451,1289,0,"nuclear explosion|nuclear weapon|russia|train|train crash",2,"Color","Action|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119874/?ref_=fn_tt_tt_1",41256277,5e+07,5.9
"Resurrecting the Champ ",112,"Rod Lurie",37,"Harry Lennix",748,"Kathryn Morris",573,"Peter Coyote",548,104,59,18442,2417,689,"boxing|colosseum|homeless man|reporter|writer",1,"Color","Drama|Sport",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1",3169424,1.3e+07,6.8
"The Raid: Redemption ",102,"Gareth Evans",338,"Iko Uwais",1000,"Yayan Ruhian",342,"Donny Alamsyah",60,481,316,148221,1445,51000,"apartment|drug lord|gangster|police|swat team",0,"Color","Action|Crime|Thriller",2011,"Indonesian","Indonesia","R",1.85,"http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1",4105123,1100000,7.6
"Monte Carlo ",109,"Thomas Bezucha",15,"Leighton Meester",3000,"Luke Bracey",775,"Brett Cullen",350,94,44,32951,4257,6000,"cell phone|hotel|misunderstanding|monte carlo|young woman",3,"Color","Adventure|Comedy|Family|Romance",2011,"English","Hungary","PG",1.85,"http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1",23179303,2e+07,5.8
"Waiting... ",94,"Rob McKittrick",6,"Ryan Reynolds",16000,"Dane Cook",1000,"Vanessa Lengies",804,91,236,76467,19957,0,"cook|dishwasher|flashing|male frontal nudity|waiter",3,"Color","Comedy",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1",16101109,3e+06,6.8
"On the Line ",85,"Eric Bross",49,"Jerry Stiller",719,"Tamala Jones",405,"Dave Foley",401,46,79,3662,2446,0,"based on short film|chicago illinois|el train|love|train",2,"Color","Comedy|Family|Romance",2001,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0279286/?ref_=fn_tt_tt_1",4356743,1.6e+07,4.1
"Eddie the Eagle ",106,"Dexter Fletcher",452,"Hugh Jackman",20000,"Taron Egerton",732,"Tim McInnerny",141,216,119,32513,21195,15000,"1988 winter olympics|coach|ski jumper|winter|winter olympics",3,"Color","Biography|Comedy|Drama|Sport",2016,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1083452/?ref_=fn_tt_tt_1",15785632,2.3e+07,7.5
"Hoffa ",140,"Danny DeVito",0,"Frank Whaley",436,"J.T. Walsh",263,"Paul Guilfoyle",210,32,68,17124,1394,949,"labor|labor union|leader|mafia|union",2,"Color","Biography|Crime|Drama",1992,"English","USA","R",2.35,"http://www.imdb.com/title/tt0104427/?ref_=fn_tt_tt_1",24276500,3.5e+07,6.6
"Dragonball: Evolution ",100,"James Wong",70,"Ian Whyte",473,"Texas Battle",315,"Randall Duk Kim",99,130,524,56451,1100,0,"bad|dragon|grandfather|orb|warrior",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",2009,"English","USA","PG",2.35,"http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1",9353573,4.5e+07,2.7
"Killing Them Softly ",97,"Andrew Dominik",181,"Brad Pitt",11000,"Sam Shepard",820,"Ben Mendelsohn",748,414,369,111625,14025,20000,"exploding car|hit by a car|poker game|punched in the face|shot to death",1,"Color","Crime|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1764234/?ref_=fn_tt_tt_1",14938570,1.5e+07,6.2
"A Most Wanted Man ",122,"Anton Corbijn",210,"Philip Seymour Hoffman",22000,"Nina Hoss",164,"Homayoun Ershadi",123,291,158,57210,22574,13000,"intelligence|intelligence agency|secret service|surveillance camera|war on terror",3,"Color","Crime|Drama|Thriller",2014,"English","UK","R",2.35,"http://www.imdb.com/title/tt1972571/?ref_=fn_tt_tt_1",17237244,1.5e+07,6.8
"Van Wilder: Party Liaison ",94,"Walt Becker",12,"Ryan Reynolds",16000,"Curtis Armstrong",876,"Erik Estrada",583,96,258,89128,19341,0,"college|love|party|reporter|tuition",0,"Color","Comedy|Romance",2002,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0283111/?ref_=fn_tt_tt_1",21005329,6e+06,6.4
"The Lizzie McGuire Movie ",94,"Jim Fall",13,"Clayton Snyder",925,"Adam Lamberg",738,"Alex Borstein",566,66,172,27580,3423,0,"best friend|roma|singer|spaghetti|teenager",1,"Color","Adventure|Comedy|Family|Music|Romance",2003,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0306841/?ref_=fn_tt_tt_1",42672630,1.7e+07,5.3
"Zack and Miri Make a Porno ",101,"Kevin Smith",0,"Gerry Bednob",218,"Jeff Anderson",216,"Jennifer Schwalbach Smith",92,247,243,149835,638,0,"actor|friend|male frontal nudity|male full frontal nudity|penis",7,"Color","Comedy|Romance",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt1007028/?ref_=fn_tt_tt_1",31452765,2.4e+07,6.6
"Resident Evil: Retribution ",96,"Paul W.S. Anderson",545,"Milla Jovovich",14000,"Boris Kodjoe",1000,"Bingbing Li",974,239,423,104831,17913,32000,"corporation|fight|rescue|umbrella|zombie",0,"Color","Action|Horror|Sci-Fi|Thriller",2012,"English","Germany","R",2.35,"http://www.imdb.com/title/tt1855325/?ref_=fn_tt_tt_1",42345531,6.5e+07,5.4
"Trust the Man ",103,"Bart Freundlich",38,"Billy Crudup",745,"Garry Shandling",591,"Dagmara Dominczyk",316,100,63,7833,1721,215,"actress|lesbianism|manhattan new york city|urination|watching pornography",3,"Color","Comedy|Drama|Romance",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0427968/?ref_=fn_tt_tt_1",1530535,9e+06,5.7
"The Legend of the Lone Ranger ",98,"William A. Fraker",28,"Jason Robards",372,"Richard Farnsworth",262,"Michael Horse",102,25,41,1400,927,346,"ambush|hero|masked hero|outlaw|texas ranger",0,"Color","Action|Adventure|Western",1981,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0082648/?ref_=fn_tt_tt_1",8000000,1.8e+07,5
"The Cave ",93,"Bruce Hunt",2,"Eddie Cibrian",849,"Cole Hauser",787,"Marcel Iures",258,140,262,28606,2178,0,"cave|diver|diving|flare|parasite",0,"Color","Adventure|Horror|Thriller",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0402901/?ref_=fn_tt_tt_1",14888028,3e+07,5.1
"I Got the Hook Up ",93,"Michael Martin",0,"Joe Estevez",625,"Master P",118,"Anthony Johnson",78,19,38,1721,987,280,"friend|obscenity|scam|vacant lot|van",2,"Color","Comedy",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0131436/?ref_=fn_tt_tt_1",10305534,3500000,3.9
"The November Man ",108,"Roger Donaldson",79,"Luke Bracey",775,"Akie Kotabe",614,"Will Patton",537,172,152,50056,3033,0,"critically bashed|premarital sex|sex scene|sex standing up|stripper",2,"Color","Action|Crime|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2402157/?ref_=fn_tt_tt_1",24984868,1.5e+07,6.3
"Ultraviolet ",94,"Kurt Wimmer",110,"Milla Jovovich",14000,"Cameron Bright",829,"Nick Chinlund",277,158,830,70341,15271,0,"boy|disease|hemophagia|speed|vampire",1,"Color","Action|Horror|Sci-Fi|Thriller",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0370032/?ref_=fn_tt_tt_1",18500966,3e+07,4.4
"I Love You Phillip Morris ",102,"Glenn Ficarra",43,"Dameon Clarke",170,"Louis Herthum",157,"Annie Golden",113,242,162,77305,931,11000,"character name in title|con artist|fraud|gay|prison break",0,"Color","Biography|Comedy|Crime|Drama|Romance",2009,"English","France","R",1.85,"http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1",2035566,1.3e+07,6.6
"Enough ",115,"Michael Apted",150,"Bill Cobbs",970,"Jeff Kober",919,"Billy Campbell",789,98,234,30667,3770,0,"abusive husband|escape|intimate partner homicide|marriage|woman wearing only a man's shirt",1,"Color","Crime|Drama|Thriller",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0278435/?ref_=fn_tt_tt_1",39177215,3.8e+07,5.6
"From Paris with Love ",92,"Pierre Morel",180,"Kasia Smutniak",211,"Amber Rose Revah",135,"Rebecca Dayan",75,203,211,97775,488,0,"ambassador|cia|dinner|spy|terrorist",1,"Color","Action|Thriller",2010,"English","France","R",2.35,"http://www.imdb.com/title/tt1179034/?ref_=fn_tt_tt_1",23324666,5.2e+07,6.5
"Alice Through the Looking Glass ",113,"James Bobin",33,"Johnny Depp",40000,"Alan Rickman",25000,"Anne Hathaway",11000,218,131,21352,80806,30000,"clock|dark fantasy|mad hatter|queen|sequel",1,"Color","Adventure|Family|Fantasy",2016,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2567026/?ref_=fn_tt_tt_1",76846624,1.7e+08,6.4
"Runaway Bride ",116,"Garry Marshall",0,"Julia Roberts",8000,"Christopher Meloni",3000,"Hector Elizondo",995,103,255,74274,12790,0,"bride|columnist|journalist|maryland|wedding",2,"Color","Comedy|Romance",1999,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1",152149590,7e+07,5.5
"Glitter ",104,"Vondie Curtis-Hall",170,"Mariah Carey",736,"Max Beesley",218,"Valarie Pettiford",202,66,308,19412,1854,0,"cult film|disc jockey|female protagonist|music business|one word title",1,"Color","Drama|Music|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0118589/?ref_=fn_tt_tt_1",4273372,2.2e+07,2.1
"Knowing ",121,"Alex Proyas",295,"Nicolas Cage",12000,"Ben Mendelsohn",748,"Chandler Canterbury",329,279,791,186879,13421,0,"disaster|end of the world|number|student|time capsule",0,"Color","Drama|Mystery|Sci-Fi|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0448011/?ref_=fn_tt_tt_1",79948113,5e+07,6.2
"Solitary Man ",90,"Brian Koppelman",34,"Jenna Fischer",966,"David Costabile",681,"Richard Schiff",506,116,60,13371,2661,0,"aging|hdtv|high definition television|love|marriage",7,"Color","Comedy|Drama|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1",4360548,1.5e+07,6.4
"Center Stage ",115,"Nicholas Hytner",13,"Amanda Schull",757,"Susan May Pratt",220,"Ethan Stiefel",111,68,210,15817,1201,0,"ballet|dance|dancer|dancing|love",2,"Color","Drama|Music|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0210616/?ref_=fn_tt_tt_1",17174870,1.8e+07,6.7
"Birth ",100,"Jonathan Glazer",143,"Cameron Bright",829,"Anne Heche",681,"Danny Huston",430,167,361,29649,2295,0,"birthday|boy|dead husband|death|widow",1,"Color","Drama|Mystery|Romance|Thriller",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1",5005883,2e+07,6.1
"Deconstructing Harry ",96,"Woody Allen",11000,"Woody Allen",11000,"Lynn Cohen",474,"Judy Davis",223,104,131,35586,11867,0,"marriage|novelist|panties pulled down|writer's block|writing",2,"Color","Comedy",1997,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118954/?ref_=fn_tt_tt_1",10569071,2e+07,7.4
"Step Up 2: The Streets ",98,"Jon M. Chu",209,"Cassie Ventura",158,"Mari Koda",152,"Luis Rosado",129,97,108,67653,816,0,"audition|dance|kissing in the rain|student|subway",2,"Color","Drama|Music|Musical|Romance",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1023481/?ref_=fn_tt_tt_1",58006147,2.3e+07,6.2
"Grudge Match ",113,"Peter Segal",88,"Robert De Niro",22000,"Sylvester Stallone",13000,"Oscar Gale",785,211,115,46480,36009,12000,"broke|promoter|retirement|trainer|training",1,"Color","Comedy|Sport",2013,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1",29802761,4e+07,6.4
"The Hunt for Red October ",135,"John McTiernan",323,"Scott Glenn",826,"Jeffrey Jones",692,"Courtney B. Vance",495,104,241,143696,2575,0,"analyst|defection|navy|soviet submarine|submarine",1,"Color","Action|Adventure|Thriller",1990,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0099810/?ref_=fn_tt_tt_1",122012643,3e+07,7.6
"Hellraiser ",86,"Clive Barker",385,"Andrew Robinson",266,"Ashley Laurence",209,"Clare Higgins",100,203,335,76407,673,0,"blood|cenobites|creature|demon|male full frontal nudity",0,"Color","Fantasy|Horror",1987,"English","UK","R",1.85,"http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1",14564027,1e+06,7
"The Midnight Meat Train ",103,"Ryûhei Kitamura",129,"Bradley Cooper",14000,"Brooke Shields",1000,"Leslie Bibb",1000,177,209,47574,18639,0,"butcher|girlfriend|mute character|photographer|subway",0,"Color","Fantasy|Horror|Mystery",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt0805570/?ref_=fn_tt_tt_1",73548,1.5e+07,6.1
"The Muppet Christmas Carol ",89,"Brian Henson",53,"Steven Mackintosh",227,"Jerry Nelson",94,"Steve Whitmire",84,75,147,33850,534,0,"christmas|christmas eve|miser|muppet|scrooge",0,"Color","Comedy|Drama|Family|Fantasy|Musical",1992,"English","USA","G",1.85,"http://www.imdb.com/title/tt0104940/?ref_=fn_tt_tt_1",27281507,1.2e+07,7.7
"Copying Beethoven ",104,"Agnieszka Holland",238,"Phyllida Law",60,"David Kennedy",35,"Angus Barnett",22,78,86,11132,150,0,"music copyist|music student|musical composition|student|symphony",0,"Color","Biography|Drama|Music",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0424908/?ref_=fn_tt_tt_1",352786,1.1e+07,6.8
"Beowulf ",115,"Robert Zemeckis",0,"Robin Wright",18000,"Anthony Hopkins",12000,"Sebastian Roché",964,287,505,142440,31523,3000,"creature|demon|king|reward|warrior",1,"Color","Action|Adventure|Animation|Fantasy",2007,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1",82161969,1.5e+08,6.3
"Flashdance ",95,"Adrian Lyne",213,"Michael Nouri",225,"Cynthia Rhodes",174,"Lee Ving",92,51,128,35172,791,0,"ballet school|dance|dancer|overalls|steel worker",0,"Color","Drama|Music|Romance",1983,"English","USA","R",1.85,"http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1",94900000,4e+06,6.1
"The Chorus ",97,"Christophe Barratier",25,"Jean-Baptiste Maunier",517,"François Berléand",86,"Gérard Jugnot",57,112,110,44151,745,0,"boarding school|boy|choir|school|teacher",0,"Color","Drama|Music",2004,"French","France","PG-13",2.35,"http://www.imdb.com/title/tt0372824/?ref_=fn_tt_tt_1",3629758,5500000,7.9
"Welcome to Mooseport ",110,"Donald Petrie",80,"Rip Torn",826,"Ray Romano",590,"Maura Tierney",509,82,95,10667,2466,260,"mayor|pink panties|upskirt|white panties|yellow panties",2,"Color","Comedy|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0361925/?ref_=fn_tt_tt_1",14469428,2.6e+07,5.2
"House Party 2 ",94,"George Jackson",0,"William Schallert",901,"Tisha Campbell-Martin",413,"Helen Martin",287,12,11,3571,2523,232,"college|misogyny|money|new friend|party",0,"Color","Comedy|Drama|Music|Romance",1991,"English","USA","R",1.85,"http://www.imdb.com/title/tt0102065/?ref_=fn_tt_tt_1",19281235,5e+06,5.1
"The Scorpion King ",100,"Chuck Russell",55,"Dwayne Johnson",12000,"Roger Rees",1000,"Bernard Hill",416,167,432,102129,14611,0,"desert|king|showdown|sorceress|warrior",4,"Color","Action|Adventure|Fantasy|Thriller",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0277296/?ref_=fn_tt_tt_1",90341670,6e+07,5.5
"Chappie ",120,"Neill Blomkamp",662,"Hugh Jackman",20000,"Sharlto Copley",2000,"Jose Pablo Cantillo",502,371,627,172965,23051,67000,"artificial intelligence|consciousness|future|mind uploading|robot",0,"Color","Action|Crime|Drama|Sci-Fi|Thriller",2015,"English","USA","R",2.35,"http://www.imdb.com/title/tt1823672/?ref_=fn_tt_tt_1",31569268,4.9e+07,6.9
"Paa ",133,"R. Balki",12,"Vidya Balan",464,"Abhishek Bachchan",374,"Paresh Rawal",106,12,49,7295,1045,504,"adult actor playing minor|politician|progeria|reference to spiderman|school",0,"Color","Comedy|Drama",2009,"Hindi","India","",2.35,"http://www.imdb.com/title/tt1532957/?ref_=fn_tt_tt_1",199228,1.5e+08,7.2
"Spy Hard ",81,"Rick Friedberg",8,"Hulk Hogan",844,"Barry Bostwick",456,"Nicollette Sheridan",341,27,76,29621,2653,588,"1990s|dentist|hit with a door|martial arts|museum",2,"Color","Action|Comedy",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117723/?ref_=fn_tt_tt_1",26906039,1.8e+07,5.3
"Here Comes the Boom ",105,"Frank Coraci",153,"Salma Hayek",4000,"Reggie Lee",828,"Charice",491,154,112,74169,6727,17000,"claim in title|high school|mixed martial arts|ultimate fighting championship|underdog",2,"Color","Action|Comedy|Sport",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1",45290318,4.2e+07,6.5
"Killer Joe ",98,"William Friedkin",607,"Matthew McConaughey",11000,"Scott A. Martin",414,"Carol Sutton",251,376,216,59297,11853,12000,"female nudity|female pubic hair|lingerie|neo noir|pubic hair",0,"Color","Crime|Drama|Romance|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1",1987762,1.1e+07,6.7
"The Squid and the Whale ",88,"Noah Baumbach",387,"William Baldwin",436,"Elizabeth Meriwether",25,"Owen Kline",18,110,232,60295,479,0,"boy|divorce|tennis|tennis coach|writer",0,"Color","Comedy|Drama",2005,"English","USA","R",1.85,"http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1",7362100,1500000,7.4
"Bad Boys II ",147,"Michael Bay",0,"Will Smith",10000,"Henry Rollins",898,"Jordi Mollà",877,94,511,178126,12954,0,"cuba|dea|drugs|money|undercover",1,"Color","Action|Comedy|Crime|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1",138396624,1.3e+08,6.6
"Made ",95,"Jon Favreau",4000,"Jon Favreau",4000,"Faizon Love",585,"Jonathan Silverman",334,81,165,15053,5245,393,"friendship|loudmouth|money laundering|new york city|stripper",2,"Color","Comedy|Crime|Drama|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0227005/?ref_=fn_tt_tt_1",5308707,5e+06,6.4
"Bridge to Terabithia ",96,"Gabor Csupo",47,"Josh Hutcherson",14000,"Zooey Deschanel",11000,"Bailee Madison",3000,181,522,110390,28071,6000,"bully|friend|imagination|reality|troll",3,"Color","Adventure|Drama|Family|Fantasy",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1",82234139,1.7e+07,7.2
"Imagine That ",107,"Karey Kirkpatrick",11,"Stephen Root",939,"Ronny Cox",605,"Richard Schiff",506,93,39,10417,3742,610,"blanket|competition|family relationships|feather|sleepover",2,"Color","Comedy|Drama|Family|Fantasy",2009,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0780567/?ref_=fn_tt_tt_1",16088610,5.5e+07,5.6
"Zoolander ",90,"Ben Stiller",0,"Milla Jovovich",14000,"Alexander Skarsgård",10000,"Will Ferrell",8000,135,523,201084,34565,0,"fashion|malaysia|male model|reporter|rival",0,"Color","Comedy",2001,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt0196229/?ref_=fn_tt_tt_1",45162741,2.8e+07,6.6
"The Hunger Games ",142,"Gary Ross",378,"Jennifer Lawrence",34000,"Josh Hutcherson",14000,"Anthony Reynolds",575,673,1959,701607,49942,140000,"fight to the death|game|massacre|self survival|suicide attempt",0,"Color","Adventure|Drama|Sci-Fi|Thriller",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1392170/?ref_=fn_tt_tt_1",407999255,7.8e+07,7.3
"Meet the Spartans ",86,"Jason Friedberg",82,"Carmen Electra",869,"Diedrich Bader",759,"Method Man",362,111,409,88518,3854,0,"king|persian|spartan|training|xerxes",0,"Color","Comedy",2008,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1073498/?ref_=fn_tt_tt_1",38232624,3e+07,2.7
"The Jungle Book ",106,"Jon Favreau",4000,"Scarlett Johansson",19000,"Bill Murray",13000,"Garry Shandling",591,370,398,106221,32921,65000,"fire|jungle|remake|tiger|wolf",0,"Color","Adventure|Drama|Family|Fantasy",2016,"English","UK","PG",1.85,"http://www.imdb.com/title/tt3040964/?ref_=fn_tt_tt_1",362645141,1.75e+08,7.8
"Town & Country ",104,"Peter Chelsom",23,"Del Zamora",752,"Warren Beatty",631,"Garry Shandling",591,62,89,4102,3133,53,"anniversary|architect|cellist|friend|hardware store",0,"Color","Comedy|Romance",2001,"English","New Line","R",1.85,"http://www.imdb.com/title/tt0141907/?ref_=fn_tt_tt_1",6712451,9e+07,4.4
