"","movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","ROE","ROE_B","ROI","scs"
"721","Juwanna Mann ",91,"Jesse Vaughan",10,"Vivica A. Fox",890,"Jenifer Lewis",578,"Kevin Pollak",574,32,40,5312,3104,939,"basketball|dodge viper|hit in the crotch|male nudity|the star spangled banner",3,"Color","Comedy|Drama|Romance|Sport",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0247444/?ref_=fn_tt_tt_1",13571817,15600000,4.5,-0.13,0,-0.130011730769231,0
"726","The Quiet American ",101,"Phillip Noyce",176,"Brendan Fraser",3000,"Tzi Ma",268,"Holmes Osborne",83,149,199,24019,3431,983,"american|french|saigon|vietnam|vietnamese",2,"Color","Drama|Mystery|Romance|Thriller|War",2002,"English","UK","R",2.35,"http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1",12987647,30000000,7.1,-0.57,0,-0.567078433333333,0
"727","The Statement ",120,"Norman Jewison",278,"Charlotte Rampling",844,"Colin Salmon",766,"John Neville",387,54,52,4257,3286,188,"eiffel tower|nazi|police|ritual|stew",4," Black and White","Drama|Thriller",2003,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0340376/?ref_=fn_tt_tt_1",763044,23000000,6.2,-0.97,0,-0.966824173913043,0
"729","Split Second ",96,"Tony Maylam",6,"Michael J. Pollard",206,"Alun Armstrong",192,"Alastair Duncan",38,39,75,8391,493,0,"appearing from water|breasts|creature|partner|water",0,"Color","Action|Crime|Horror|Sci-Fi|Thriller",1992,"English","UK","R",1.85,"http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1",5430822,7000000,6.2,-0.22,0,-0.224168285714286,0
"731","Timeline ",116,"Richard Donner",503,"Paul Walker",23000,"Gerard Butler",18000,"Ethan Embry",982,123,457,53057,43887,0,"castle|france|professor|student|time machine",0,"Color","Action|Adventure|Sci-Fi",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0300556/?ref_=fn_tt_tt_1",19480739,80000000,5.6,-0.76,0,-0.7564907625,0
"732","Eulogy ",85,"Michael Clancy",0,"Zooey Deschanel",11000,"Rip Torn",826,"Kelly Preston",742,27,68,7690,14656,376,"dysfunctional family|family relationships|family reunion|funeral|twin",6,"Color","Comedy|Drama",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1",70527,6500000,6.7,-0.99,0,-0.989149692307692,0
"734","Ghosts of Mars ",98,"John Carpenter",0,"Jason Statham",26000,"Clea DuVall",1000,"Natasha Henstridge",900,156,460,43006,28867,0,"head on a stake|machine gun|martian|nuclear reactor|outer space",5,"Color","Action|Horror|Sci-Fi",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0228333/?ref_=fn_tt_tt_1",8434601,28000000,4.9,-0.7,0,-0.69876425,0
"735","Seven Years in Tibet ",136,"Jean-Jacques Annaud",218,"Brad Pitt",11000,"Mako",691,"Victor Wong",400,76,119,96385,12226,0,"austria|dalai lama|himalaya|mountain|tibet",1,"Color","Adventure|Biography|Drama|History|War",1997,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1",37901509,70000000,7,-0.46,0,-0.458549871428571,0
"739","The Sweeney ",112,"Nick Love",63,"Hayley Atwell",2000,"Ray Winstone",1000,"Alan Ford",422,111,99,16445,4810,0,"bank|criminal|detective|flying squad|policewoman",4,"Color","Action|Crime|Drama",2012,"English","UK","R",2.35,"http://www.imdb.com/title/tt0857190/?ref_=fn_tt_tt_1",26345,3000000,6.1,-0.99,0,-0.991218333333333,0
"741","Space Jam ",88,"Joe Pytka",30,"Bill Murray",13000,"Wayne Knight",967,"Michael Jordan",366,46,123,112167,15001,0,"alien|basketball|basketball game|cult film|monstars",1,"Color","Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport",1996,"English","USA","PG",1.77,"http://www.imdb.com/title/tt0117705/?ref_=fn_tt_tt_1",90443603,80000000,6.3,0.13,0,0.1305450375,0
"745","Jade ",107,"William Friedkin",607,"Michael Biehn",2000,"Chazz Palminteri",979,"Linda Fiorentino",602,50,70,9227,5461,422,"blackmail|investigation|murder|panties pulled down|prostitution",0,"Color","Crime|Drama|Thriller",1995,"English","USA","R",1.85,"http://www.imdb.com/title/tt0113451/?ref_=fn_tt_tt_1",9795017,50000000,5.1,-0.8,0,-0.80409966,0
"750","Ali ",165,"Michael Mann",0,"Will Smith",10000,"Jada Pinkett Smith",851,"Joe Morton",780,174,386,79186,14196,0,"african american protagonist|african americans|boxing gym|gym|rumble in the jungle",1," Black and White","Biography|Drama|Sport",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0248667/?ref_=fn_tt_tt_1",58183966,107000000,6.8,-0.46,0,-0.45622461682243,0
"752","The Sweet Hereafter ",112,"Atom Egoyan",460,"Bruce Greenwood",990,"Sarah Polley",900,"Simon Baker",395,120,196,26720,2820,920,"anger|bus|child|lawyer|school",0,"Color","Drama",1997,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0120255/?ref_=fn_tt_tt_1",4306697,5000000,7.7,-0.14,0,-0.1386606,0
"756","The Brown Bunny ",93,"Vincent Gallo",787,"Vincent Gallo",787,"Cheryl Tiegs",96,"Anna Vareschi",0,115,226,11487,883,952,"boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute",0,"Color","Drama",2003,"English","USA","Not Rated",1.66,"http://www.imdb.com/title/tt0330099/?ref_=fn_tt_tt_1",365734,10000000,5,-0.96,0,-0.9634266,0
"757","The Nutcracker in 3D ",110,"Andrey Konchalovskiy",96,"Shirley Henderson",887,"Nathan Lane",886,"Richard E. Grant",554,47,24,2508,2728,788,"box office flop|christmas|christmas eve|critically bashed|toy comes to life",0,"Color","Action|Family|Fantasy|Musical",2010,"English","UK","PG",2.35,"http://www.imdb.com/title/tt1041804/?ref_=fn_tt_tt_1",190562,90000000,4.4,-1,0,-0.997882644444444,0
"758","Rush ",123,"Ron Howard",2000,"Chris Hemsworth",26000,"Olivia Wilde",10000,"Alexandra Maria Lara",471,393,475,312629,37206,83000,"1970s|female rear nudity|formula 1|rivalry|sex with a nurse",0,"Color","Action|Biography|Drama|Sport",2013,"English","UK","R",2.35,"http://www.imdb.com/title/tt1979320/?ref_=fn_tt_tt_1",26903709,38000000,8.1,-0.29,0,-0.292007657894737,0
"759","Little Boy ",106,"Alejandro Monteverde",38,"Tom Wilkinson",1000,"Cary-Hiroyuki Tagawa",1000,"Michael Rapaport",975,45,122,15978,5705,15000,"",0,"Color","Drama|War",2015,"English","Mexico","PG-13",2.35,"http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1",6420319,20000000,7.4,-0.68,0,-0.67898405,0
"760","A Walk on the Moon ",107,"Tony Goldwyn",956,"Viggo Mortensen",10000,"Julie Kavner",233,"Tovah Feldshuh",113,47,114,6782,10368,860,"adulterous wife|cheating wife|summer|unfaithfulness|woodstock",1,"Color","Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1",4741987,14000000,6.6,-0.66,0,-0.661286642857143,0
"761","The Pledge ",124,"Sean Penn",0,"Costas Mandylor",723,"Adrien Dorval",44,"Nels Lennarson",19,150,531,42621,793,0,"nevada|pledge|police|porcupine|search",0,"Color","Crime|Drama|Mystery|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1",19719930,45000000,6.8,-0.56,0,-0.561779333333333,0
"762","Up Close & Personal ",124,"Jon Avnet",50,"Joe Mantegna",1000,"Stockard Channing",944,"Raymond Cruz",672,34,54,11370,3653,829,"journalism|news anchor|newscast|newscaster|tv journalism",2,"Color","Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1",51045801,60000000,6.1,-0.15,0,-0.14923665,0
"763","House of Flying Daggers ",119,"Yimou Zhang",611,"Takeshi Kaneshiro",755,"Andy Lau",483,"Zhengyong Zhang",4,248,420,92295,1244,0,"flying|flying dagger|government|police|secret",3,"Color","Action|Adventure|Drama|Romance",2004,"Mandarin","China","PG-13",2.35,"http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1",11041228,100000000,7.6,-0.89,0,-0.88958772,0
"764","Spanglish ",131,"James L. Brooks",274,"Adam Sandler",11000,"Paz Vega",964,"Sarah Steele",138,124,342,65668,12522,0,"chef|college|housekeeper|letter|mexico",2,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1",42044321,80000000,6.5,-0.47,0,-0.4744459875,0
"767","The One ",85,"James Wong",70,"Jason Statham",26000,"Jet Li",5000,"Delroy Lindo",848,98,294,77684,32831,0,"fight|multiverse|police|police officer|prison",1,"Color","Action|Sci-Fi|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1",43905746,49000000,5.9,-0.1,0,-0.103964367346939,0
"768","Shorts ",89,"Robert Rodriguez",0,"Jimmy Bennett",87000,"Leo Howard",570,"Jake Short",470,103,37,5332,88422,431,"boy|family relationships|rock|twin|two headed person",4,"Color","Comedy|Family|Fantasy",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1",20916309,40000000,4.9,-0.48,0,-0.477092275,0
"772","Wild Wild West ",106,"Barry Sonnenfeld",188,"Will Smith",10000,"Salma Hayek",4000,"Bai Ling",582,85,648,129601,15870,0,"buddy movie|general|inventor|steampunk|utah",2,"Color","Action|Comedy|Sci-Fi|Western",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1",113745408,170000000,4.8,-0.33,0,-0.330909364705882,0
"773","The Red Violin ",130,"François Girard",63,"Johannes Silberschneider",24,"Clotilde Mollet",3,"Carlo Cecchi",2,94,247,26832,29,0,"auction|montreal|secret|violin|violinist",3,"Color","Drama|Music|Mystery|Romance",1998,"French","Canada","R",1.85,"http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1",9473382,10000000,7.7,-0.05,0,-0.0526618,0
"775","The Muse ",97,"Albert Brooks",745,"Jeff Bridges",12000,"Bradley Whitford",821,"Albert Brooks",745,97,140,9294,15209,251,"directed by star|muse|satire|screenwriter|tiffany's",2,"Color","Comedy",1999,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1",11614236,15000000,5.6,-0.23,0,-0.2257176,0
"776","Sabotage ",109,"David Ayer",453,"Mireille Enos",1000,"Martin Donovan",206,"Maurice Compte",120,233,212,47502,1458,10000,"dea|drug cartel|kicked in the crotch|strip club|tough girl",3,"Color","Action|Crime|Drama|Thriller",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1",10499968,35000000,5.7,-0.7,0,-0.700000914285714,0
"778","The Postman ",177,"Kevin Costner",0,"Olivia Williams",766,"Brian Anthony Wilson",674,"Larenz Tate",582,79,376,56403,4346,0,"drifter|escape|hope|postman|usa",1,"Color","Action|Adventure|Drama|Sci-Fi",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1",17593391,80000000,6,-0.78,0,-0.7800826125,0
"781","Gangs of New York ",216,"Martin Scorsese",17000,"Leonardo DiCaprio",29000,"Liam Neeson",14000,"Jim Broadbent",1000,233,1166,314033,47657,0,"butcher|civil war|gangster|new york city|revenge",3,"Color","Crime|Drama",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1",77679638,100000000,7.5,-0.22,0,-0.22320362,0
"782","Sunshine ",107,"Danny Boyle",0,"Chris Evans",11000,"Benedict Wong",372,"Troy Garity",167,308,801,190132,11623,15000,"astronaut|earth|future|icarus|sun",0,"Color","Adventure|Sci-Fi|Thriller",2007,"English","UK","R",2.35,"http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1",3675072,26000000,7.3,-0.86,0,-0.858651076923077,0
"784","Beyond the Black Rainbow ",110,"Panos Cosmatos",22,"Chris Gauthier",434,"Marilyn Norry",95,"Eva Bourne",48,97,82,6555,645,0,"exploitation|four word title|hallucinogen|lynchian|telepathy",1,"Color","Sci-Fi|Thriller",2010,"English","Canada","R",2.35,"http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1",56129,1100000,6.1,-0.95,0,-0.948973636363636,0
"785","Open Season ",83,"Roger Allers",28,"Jon Favreau",4000,"Debra Messing",650,"Jane Krakowski",624,107,100,65270,6081,863,"bear|deer|forest|grizzly bear|hunter",1,"Color","Adventure|Animation|Comedy|Family",2006,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1",84303558,85000000,6.2,-0.01,0,-0.00819343529411765,0
"786","Flash of Genius ",119,"Marc Abraham",18,"Dylan Authors",20,"Bill Lake",18,"Victoria Learn",9,99,45,14301,64,0,"flash of genius|genius|intellectual property|professor|university",0,"Color","Biography|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1",4234040,20000000,7,-0.79,0,-0.788298,0
"788","World War Z ",123,"Marc Forster",395,"Peter Capaldi",17000,"Brad Pitt",11000,"Mireille Enos",1000,654,995,465019,32392,129000,"chaos|disease|infection|pandemic|zombie",0,"Color","Action|Adventure|Horror|Sci-Fi|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1",202351611,190000000,7,0.07,0,0.0650084789473684,0
"789","The Box ",115,"Richard Kelly",219,"Frank Langella",902,"Gillian Jacobs",837,"Celia Weston",258,287,376,76303,2466,0,"alien|library|moral dilemma|nosebleed|supernatural power",1,"Color","Drama|Fantasy|Mystery|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1",15045676,16000000,5.6,-0.06,0,-0.05964525,0
"790","Deterrence ",104,"Rod Lurie",37,"Kevin Pollak",574,"Kathryn Morris",573,"Timothy Hutton",501,29,79,2256,1983,130,"colorado|diner|iraq|nuclear missile|president",0,"Color","Drama|Thriller",1999,"English","France","R",1.85,"http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1",144583,800000,6.5,-0.82,0,-0.81927125,0
"792","Amen. ",132,"Costa-Gavras",333,"Sebastian Koch",380,"Mathieu Kassovitz",326,"Ulrich Mühe",284,69,55,11077,1429,0,"jesuit|jew|pope|priest|ss",2,"Color","Biography|Crime|Drama|War",2002,"English","France","Unrated",1.85,"http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1",274299,103000000,7.3,-1,0,-0.997336902912621,0
"793","The Borrowers ",89,"Peter Hewitt",12,"Jim Broadbent",1000,"Bradley Pierce",409,"Mark Williams",373,42,39,16222,2056,0,"child's point of view|house|lawyer|real estate|washing machine",0,"Color","Adventure|Comedy|Family|Fantasy",1997,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1",22359293,29000000,5.8,-0.23,0,-0.228989896551724,0
"794","Donnie Darko ",133,"Richard Kelly",219,"Jake Gyllenhaal",15000,"Mary McDonnell",933,"James Duval",701,283,2110,580999,17040,33000,"1980s|death|insanity|parallel universe|time travel",1,"Color","Drama|Sci-Fi|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1",727883,4500000,8.1,-0.84,0,-0.838248222222222,0
"795","Stealth ",121,"Rob Cohen",357,"Sam Shepard",820,"Joe Morton",780,"Richard Roxburgh",653,145,388,45455,2705,0,"artificial intelligence|box office flop|fighter jet|navy|pilot",0,"Color","Action|Adventure|Sci-Fi|Thriller",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1",31704416,135000000,5,-0.77,0,-0.765152474074074,0
"798","The Great Raid ",132,"John Dahl",131,"James Franco",11000,"Clayne Crawford",298,"Paolo Montalban",242,81,183,18209,12133,0,"american|lieutenant colonel|mission|rescue|soldier",0," Black and White","Action|Drama|War",2005,"Filipino","USA","R",2.35,"http://www.imdb.com/title/tt0326905/?ref_=fn_tt_tt_1",10166502,80000000,6.7,-0.87,0,-0.872918725,0
"799","The Tree of Life ",139,"Terrence Malick",0,"Brad Pitt",11000,"Tye Sheridan",1000,"Fiona Shaw",687,584,975,136367,13021,39000,"1950s|children|ice cube|texas|waco texas",0,"Color","Drama|Fantasy",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1",13303319,32000000,6.7,-0.58,0,-0.58427128125,0
"800","Rescue Dawn ",120,"Werner Herzog",0,"Christian Bale",23000,"Toby Huss",342,"François Chau",294,198,205,84641,24270,0,"bombing|guard|jungle|laos|prisoner",0,"Color","Adventure|Biography|Drama|War",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0462504/?ref_=fn_tt_tt_1",5484375,10000000,7.3,-0.45,0,-0.4515625,0
"802","Lost in Space ",130,"Stephen Hopkins",81,"Gary Oldman",10000,"William Hurt",882,"June Lockhart",427,102,370,58402,12186,0,"based on tv series|remake|robot|scientist|spaceship",0,"Color","Action|Adventure|Family|Sci-Fi|Thriller",1998,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0120738/?ref_=fn_tt_tt_1",69102910,80000000,5.1,-0.14,0,-0.136213625,0
"804","Ocean's Twelve ",125,"Steven Soderbergh",0,"Brad Pitt",11000,"Julia Roberts",8000,"Mini Anden",350,198,627,284852,19359,0,"father daughter relationship|heist|pretending to be pregnant|sequel|thief",0,"Color","Crime|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1",125531634,110000000,6.4,0.14,0,0.141196672727273,0
"809","Osmosis Jones ",95,"Bobby Farrelly",101,"Ron Howard",2000,"Brandy Norwood",509,"David Hyde Pierce",443,81,123,25572,3734,2000,"blood|body|egg|virus|white blood cell",0,"Color","Action|Adventure|Animation|Comedy|Crime|Family|Fantasy",2001,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0181739/?ref_=fn_tt_tt_1",13596911,70000000,6.2,-0.81,0,-0.805758414285714,0
"813","Agent Cody Banks 2: Destination London ",100,"Kevin Allen",8,"Daniel Roebuck",1000,"Frankie Muniz",934,"David Kelly",588,55,44,11092,3742,167,"chase|evil scientist|gadget|mind control|tough girl",4,"Color","Action|Adventure|Comedy|Family|Romance|Sci-Fi",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0358349/?ref_=fn_tt_tt_1",23222861,26000000,4.5,-0.11,0,-0.106813038461538,0
"817","Flipper ",95,"Alan Shapiro",0,"Paul Hogan",442,"Chelsea Field",95,"Jessica Wesson",26,23,26,8008,616,504,"dolphin|florida|florida keys|summer|vomiting",1,"Color","Adventure|Family",1996,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1",20047715,25530000,5.2,-0.21,0,-0.214738934586761,0
"818","Kiss Kiss Bang Bang ",103,"Shane Black",1000,"Robert Downey Jr.",21000,"Corbin Bernsen",1000,"Larry Miller",611,223,336,175962,23932,0,"actor|detective sergeant|hotel|nightclub|thief",2,"Color","Comedy|Crime|Mystery",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0373469/?ref_=fn_tt_tt_1",4235837,15000000,7.6,-0.72,0,-0.717610866666667,0
"819","The Mirror Has Two Faces ",122,"Barbra Streisand",0,"Jeff Bridges",12000,"Austin Pendleton",592,"Mimi Rogers",292,27,71,11453,13716,0,"columbia university|lecture|marriage|professor|sex",0,"Color","Comedy|Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117057/?ref_=fn_tt_tt_1",41252428,42000000,6.5,-0.02,0,-0.0177993333333333,0
"820","King's Ransom ",95,"Jeffrey W. Byrd",2,"Donald Faison",927,"Loretta Devine",912,"Regina Hall",807,23,20,3229,4990,83,"hit in the crotch|kidnapping|nail gun|police|release from prison",7,"Color","Comedy|Crime",2005,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1",4006906,15000000,4.1,-0.73,0,-0.732872933333333,0
"822","The House of the Devil ",95,"Ti West",243,"Lena Dunham",969,"Greta Gerwig",962,"Dee Wallace",725,238,193,30160,3833,0,"cult film|eclipse|haunted house|lunar eclipse|secret",0,"Color","Horror",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1",100659,900000,6.4,-0.89,0,-0.888156666666667,0
"824","Bottle Shock ",110,"Randall Miller",19,"Alan Rickman",25000,"Freddy Rodríguez",579,"Greg Collins",39,109,89,12233,25676,0,"airport|california|flat tire|overalls|wine",0,"Color","Comedy|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0914797/?ref_=fn_tt_tt_1",4040588,5000000,6.8,-0.19,0,-0.1918824,0
"825","Conspiracy Theory ",135,"Richard Donner",503,"Julia Roberts",8000,"Alex McArthur",137,"Michael Potts",67,80,162,76099,8355,0,"conspiracy|fbi|mk ultra|newsletter|taxi",1,"Color","Action|Crime|Mystery|Romance|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1",76081498,75000000,6.7,0.01,0,0.0144199733333333,0
"826","Hard Candy ",104,"David Slade",171,"Odessa Rae",109,"G.J. Echternkamp",8,"Patrick Wilson",0,231,651,131969,117,12000,"chatting|missing person poster|online dating|photographer|sexual predator",0,"Color","Crime|Drama|Thriller",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1",1007962,950000,7.1,0.06,0,0.0610126315789474,0
"830","While We're Young ",97,"Noah Baumbach",387,"Naomi Watts",6000,"Maria Dizzia",139,"Dree Hemingway",64,270,96,30325,6322,0,"documentary filmmaker|documentary filmmaking|father in law|generation z|hipster",2,"Color","Comedy|Drama",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt1791682/?ref_=fn_tt_tt_1",7574066,10000000,6.3,-0.24,0,-0.2425934,0
"833","The Damned United ",98,"Tom Hooper",0,"Stephen Graham",1000,"Mark Bazeley",54,"Maurice Roëves",27,145,75,32307,1163,0,"cup|derby county|flashback|football|leeds united",2,"Color","Biography|Drama|Sport",2009,"English","UK","R",1.85,"http://www.imdb.com/title/tt1226271/?ref_=fn_tt_tt_1",449558,10000000,7.6,-0.96,0,-0.9550442,0
"834","August Rush ",114,"Kirsten Sheridan",59,"Robin Williams",49000,"Aaron Staton",702,"Marian Seldes",403,148,364,87331,50927,18000,"baby|cellist|genius|prodigy|rhapsody",0,"Color","Drama|Music",2007,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1",31655091,30000000,7.5,0.06,0,0.0551697,0
"835","Independence Day: Resurgence ",120,"Roland Emmerich",776,"Vivica A. Fox",890,"Sela Ward",812,"Judd Hirsch",535,286,520,58137,3233,67000,"alien|battle|defense|independence day|mothership",0,"Color","Action|Adventure|Sci-Fi",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1628841/?ref_=fn_tt_tt_1",102315545,165000000,5.5,-0.38,0,-0.379905787878788,0
"836","Bottle Rocket ",91,"Wes Anderson",0,"Andrew Wilson",387,"Darryl Cox",96,"Lumi Cavazos",65,83,184,54478,648,0,"caper|escapade|motel|robbery|texas",0,"Color","Comedy|Crime|Drama",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0115734/?ref_=fn_tt_tt_1",1040879,7000000,7.1,-0.85,0,-0.851303,0
"841","Idle Hands ",92,"Rodman Flender",6,"Vivica A. Fox",890,"Fred Willard",729,"Elden Henson",577,59,198,33745,3654,0,"breasts|female frontal nudity|nude woman murdered|slow motion scene|trailer home",0,"Color","Comedy|Fantasy|Horror|Thriller",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0138510/?ref_=fn_tt_tt_1",4002955,20000000,6.2,-0.8,0,-0.79985225,0
"842","Dirty Pretty Things ",97,"Stephen Frears",350,"Sophie Okonedo",460,"Benedict Wong",372,"Sergi López",250,137,203,34848,1334,0,"hotel|immigrant|nigerian|surgery|underwear",1,"Color","Crime|Drama|Thriller",2002,"English","UK","R",1.85,"http://www.imdb.com/title/tt0301199/?ref_=fn_tt_tt_1",8111360,10000000,7.4,-0.19,0,-0.188864,0
"845","Courage ",118,"Angelo Pizzo",14,"Donny Boaz",2000,"Finn Wittrock",769,"Brent Anderson",400,27,20,2302,3384,0,"coach|football|football movie|football team|high school sweethearts",4,"Color","Biography|Drama|Sport",2015,"English","USA","PG",2.35,"http://www.imdb.com/title/tt3719896/?ref_=fn_tt_tt_1",2246000,20000000,7,-0.89,0,-0.8877,0
"846","Radio Days ",88,"Woody Allen",11000,"Mike Starr",854,"Don Pardo",410,"Julie Kavner",233,64,91,24256,1653,0,"beach|cigarette girl|radio|woman holding a baby|working class",0,"Color","Comedy",1987,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1",14792779,16000000,7.6,-0.08,0,-0.0754513125,0
"849","Kingdom of Heaven ",194,"Ridley Scott",0,"Liam Neeson",14000,"Orlando Bloom",5000,"Philip Glenister",195,239,942,217373,19600,0,"12th century|crusader|jerusalem|knight|medieval times",1,"Color","Action|Adventure|Drama|History|War",2005,"English","USA","R",2.35,"http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1",47396698,130000000,7.2,-0.64,0,-0.635410015384615,0
"850","10 Days in a Madhouse ",111,"Timothy Hines",0,"Christopher Lambert",1000,"Kelly LeBrock",445,"Alexandra Callas",247,1,10,314,2059,26000,"",1,"Color","Drama",2015,"English","USA","R",1.85,"http://www.imdb.com/title/tt3453052/?ref_=fn_tt_tt_1",14616,12000000,7.5,-1,0,-0.998782,0
"853","Lost Souls ",97,"Janusz Kaminski",710,"Philip Baker Hall",497,"Bob Clendenin",347,"Ben Chaplin",258,100,167,9338,1805,209,"faith|mental patient|priest|scheme|teacher",2,"Color","Drama|Horror|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0160484/?ref_=fn_tt_tt_1",16779636,28000000,4.8,-0.4,0,-0.400727285714286,0
"860","The Guru ",94,"Daisy von Scherler Mayer",18,"Michael McKean",658,"Dash Mihok",463,"Jimi Mistry",183,70,128,13622,1559,550,"bollywood|illegal immigrant|live television|restaurant|waiter",3,"Color","Comedy|Music|Romance",2002,"English","UK","R",1.85,"http://www.imdb.com/title/tt0280720/?ref_=fn_tt_tt_1",3034181,11000000,5.4,-0.72,0,-0.724165363636364,0
"861","Slither ",95,"James Gunn",571,"Dustin Milligan",499,"Gregg Henry",298,"Tania Saulnier",102,251,352,61912,1120,0,"alien|b movie|sex|slug|small town",0,"Color","Comedy|Horror|Sci-Fi",2006,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0439815/?ref_=fn_tt_tt_1",7774730,15500000,6.5,-0.5,0,-0.498404516129032,0
